Region,Serpo,Segmen
CJRO (Central Java),Purwodadi,14DMK040 REJOSARITBG - 14DMK028 Telogorejodmk
CJRO (Central Java),Purwodadi,14GRO016 JEKETRO - HH Access
CJRO (Central Java),Kudus,14JPA001 Ngabul - HH Access
CJRO (Central Java),Kudus,14JPA007 BANGSRI  -  HH Access
CJRO (Central Java),Kudus,14JPA013 BondoTJjati-MLONGGO
CJRO (Central Java),Pati,14JPA014 KELET_TB  - HH Access
CJRO (Central Java),Kudus,14JPA027 BANDENGAN - 14JPA010 JEPARA UTARA
CJRO (Central Java),Kudus,14JPA030 KELINGSM  -  HH Access
CJRO (Central Java),Kudus,14JPA055 KALIKANAL - 14JPA006 JEPARACITY
CJRO (Central Java),Kudus,14KDS008 Kudus - 14JPA002 Jepara
CJRO (Central Java),Kudus,14KDS008 Kudus-14RBG003 Rembang
CJRO (Central Java),Pati,14KDS047 KRAMATKDS-HH Access
CJRO (Central Java),Klaten,14KLT001 DELANGGU - HH Acess
CJRO (Central Java),Klaten,14KLT002 Klaten - 15SMN068 Jaguar Concat
CJRO (Central Java),Klaten,14KLT004 JATINOM - 14KLT001 DELANGU
CJRO (Central Java),Klaten,14KLT004 JATINOM_PATH_2 - 14KLT002 KLATEN
CJRO (Central Java),Klaten,14KLT005 Serenan - 14SKH009 Tawangsari
CJRO (Central Java),Klaten,14KLT009 Barenglor - 14KLT002 Klaten
CJRO (Central Java),Klaten,14KLT010 GERGUNUNG - HH Access
CJRO (Central Java),Klaten,14KLT012 Cawas - 14KLT022 Trucuk
CJRO (Central Java),Klaten,14KLT013 JOGONALAN - HH Aceess
CJRO (Central Java),Klaten,14KLT014 KEMALANG - 14KLT051 GondangKLT - 14KLT018 MANISRENGGOSM
CJRO (Central Java),Klaten,14KLT014 KEMALANG - 14KLT068 Duwet_KLTSM - HH Akses
CJRO (Central Java),Klaten,14KLT015 TulungSM - HH Access
CJRO (Central Java),Klaten,14KLT018 GONDANGKLT-ManisrenggoSM - 15SMN002 PAKEM
CJRO (Central Java),Klaten,14KLT021 PolanharjoSM - HH Access
CJRO (Central Java),Klaten,14KLT022 Trucuk - 14KLT009 Barenglor
CJRO (Central Java),Klaten,14KLT042 NGAWENKLT - HH Access
CJRO (Central Java),Klaten,14KLT051 GONDANGKLT- 14KLT014 Kemalang - 14KLT068 DUWET_KLTSM
CJRO (Central Java),Klaten,14KLT054 KEPILKLATEN - HH Access
CJRO (Central Java),Klaten,14KLT057 Jelobo - HH Access
CJRO (Central Java),Klaten,14KLT069 Beji_KLATEN - HH Access
CJRO (Central Java),Sragen,14KRA031 GONDOSULITWM_TB
CJRO (Central Java),Pati,14PAT006 Trangkil - 14JPA002 Jepara
CJRO (Central Java),Pati,14PAT007 Pati Kota - 14PAT001 BSC Pati
CJRO (Central Java),Pati,14PAT007 Pati Kota - HH Access
CJRO (Central Java),Pati,14PAT010 Dukuhseti - HH Access
CJRO (Central Java),purwokerto,14PWT001 PANINGKRABAN_TB-New HH
CJRO (Central Java),purwokerto,14PWT007 Sokaraja - 14CLP002 Karangpucung
CJRO (Central Java),purwokerto,14PWT014 DUKUHWALUH-HH Access
CJRO (Central Java),purwokerto,14PWT016 GUNUNGDEPOK - HH Access
CJRO (Central Java),Rembang,14RBG001-KRAGAN-14RBG006 SARANG
CJRO (Central Java),Rembang,14RBG002 LASEM-HH Access
CJRO (Central Java),Rembang,14RBG003 Rembang-14BLA002 Cepu (Backbone)
CJRO (Central Java),Rembang,14RBG003 Rembang-14RBG001 Kragan
CJRO (Central Java),Rembang,14RBG005 BULU_RBGSM-HH Access
CJRO (Central Java),Rembang,14RBG006 SARANG_PATH_2-20TBN004 Sementuban
CJRO (Central Java),Rembang,14RBG007 SLUKE LEG 1 to HH EXISTING REMBANG
CJRO (Central Java),Rembang,14RBG007 SLUKE LEG 2 to HH EXISTING KRAGAN
CJRO (Central Java),Rembang,14RBG020 Sulang-HH Access
CJRO (Central Java),Rembang,14RBG024 REMBANGBARAT_TB - HH Akses
CJRO (Central Java),Rembang,14RBG029 PANDANGAN-HH Access
CJRO (Central Java),Rembang,14RBG034 PANDANGANWT-HH Access
CJRO (Central Java),Rembang,14RBG061 GILIS_RBG - HH Access
CJRO (Central Java),Solo,14SKA021 Mojosongo Timur - 14SKA004 Nusukan
CJRO (Central Java),Klaten,14SKA051 Solo BHS - 14SKA013 PTPN
CJRO (Central Java),Solo,14SKA051 Solo BHS - 14SKH003 Cemani
CJRO (Central Java),Solo,14SKA051 Solo BHS - 14SKH005 Solobaru
CJRO (Central Java),Solo,14SKA051 Solo BHS - 14SRA001 Sragen
CJRO (Central Java),Solo,14SKA051 Solo BHS - Cemani - 14KLT002 Klaten
CJRO (Central Java),Solo,14SKA051 Solo BHS - HH Kartosuro
CJRO (Central Java),Solo,14SKA063 JOYOTAKAN_PL-HH Access
CJRO (Central Java),Solo,14SKA079 UNIVERSITAS MUHAMMADIYAH SURAKARTA-HH Access
CJRO (Central Java),Klaten,14SKH002 PAJANG - 14SKH037 Moyang - BAKISAWAL
CJRO (Central Java),Klaten,14SKH002 PAJANG - HH Acess
CJRO (Central Java),Klaten,14SKH003 Cemani - 14SKH005 Solobaru
CJRO (Central Java),Klaten,14SKH004 TANJUNGANOM - 14SKH062 DukuhMojolaban - 14SKH001 BEKONANG
CJRO (Central Java),Klaten,14SKH004 TANJUNGANOM_PATH_1 - 14SKH003 BASWORO
CJRO (Central Java),Klaten,14SKH004 TANJUNGANOM_PATH_2 - 14SKA063 JOYOTAKAN_PL
CJRO (Central Java),Klaten,14SKH005 Solobaru - 14KLT005 Serenan
CJRO (Central Java),Klaten,14SKH005 Solobaru - 14WNG003 Pancuran
CJRO (Central Java),Klaten,14SKH007 BAKI - 14SKH005 SOLOBARU
CJRO (Central Java),Klaten,14SKH009 Tawangsari - 14KLT012 Cawas
CJRO (Central Java),Klaten,14SKH010 Nguter - HH Access
CJRO (Central Java),Klaten,14SKH014 BakiSiwal_TB-14SKH054 GENTAN_BAKI
CJRO (Central Java),Klaten,14SKH017 Ngombakan - 14SKH001 BEKONANG
CJRO (Central Java),Klaten,14SKH033 PASARCUPLIK_TB HH Access
CJRO (Central Java),Klaten,14SKH054 Gentan_Baki_IB - 14SKH003 BASWORO
CJRO (Central Java),Klaten,14SKH059 Sukoharjo_TB - HH Access
CJRO (Central Java),Klaten,14SKH063 Gayam_RT - HH Access
CJRO (Central Java),Sragen,14SRA001 Sragen - 14SKA003 Mojosongo
CJRO (Central Java),Sragen,14SRA001 Sragen - 14SRA006 Pilangsari
CJRO (Central Java),Sragen,14SRA001 Sragen - JT. Suwkowati Sragen
CJRO (Central Java),Sragen,14SRA003 Gemolong - 14GRO001 Purwodadi
CJRO (Central Java),Sragen,14SRA009 Sambungmacan - HH Akses
CJRO (Central Java),Temanggung,14TMG003 Temanggung - JT. Terminal Secang
CJRO (Central Java),Solo,14WNG002 BATURETNO-PACIMANTORO XL- 20PCN005 PRINGKUKU XL
CJRO (Central Java),Solo,14WNG006 Ngadirojo - HH Access
CJRO (Central Java),Wonosari,14WNG009 PRACIMANTORO LEG 1 toWONOSARI IM3
CJRO (Central Java),Wonosari,15BTL002 Bantul - 15BTL015 Pandak
CJRO (Central Java),Wonosari,15BTL015 Pandak - 15BTL010 Srandakan
CJRO (Central Java),Yogyakarta,15SMN014 Tegalrejo - jt Bulaksumur
CJRO (Central Java),Sleman,15SMN015 Ngaglik - 15SMN002 Pakem
CJRO (Central Java),Yogyakarta,15SMN027 Sidoarum - 15SMN014 Tegalrejo
CJRO (Central Java),Sleman,15SMN046 SINDUMARTANI-HH Access
CJRO (Central Java),Sleman,15SMN068 Concat - 15SMN026 Mrican
CJRO (Central Java),Sleman,15SMN099 Citranet - JT. Timoho
WJRO (West Java),Ciamis,Ciamis-Cilacap
KRO (Kalimantan),Samarinda 1,KUTAI KUMALA-TENGGARONG
KRO (Kalimantan),Barabai,RANTAU LEG1-KUPANG TAPIN
JBRO (Jabo+Sukabumi),Bogor Timur,IBB BOGOR - CIPANAS (NARASOMA-PACET) JBB015
JBRO (Jabo+Sukabumi),Cikarang,03CKR042 SERKA SUKATANI - 03KRW036 PANGKALAN
JBRO (Jabo+Sukabumi),Jakarta Utara,JIRR TAWAKAL
JBRO (Jabo+Sukabumi),Bekasi Utara,TANJUNG PAKIS - BABELAN
JBRO (Jabo+Sukabumi),Karawang Barat,03KRW036 PANGKALAN - PASIR RANDU
JBRO (Jabo+Sukabumi),Bogor Barat,03CBN069 JASINGA - 03CBN118 LEBAKWANGI - 02TGN096 LEGOK
JBRO (Jabo+Sukabumi),Bekasi Utara,TANJUNG PAKIS - SUKATANI
JBRO (Jabo+Sukabumi),Cikarang,PASIR RANDU - HDC
JBRO (Jabo+Sukabumi),Cikarang,CIRANDU SKSO CIBUBUR - PASIR RANDU JBB004
JBRO (Jabo+Sukabumi),Cikarang,03CKR072 SGC - 03KRW178 KIIC
SSRO (South Sumatera),Bengkulu 01,PADAT_KARYA_PAGAR_DEWA_PL-BTN_EP POI BENGKULU LEG1
JBRO (Jabo+Sukabumi),Karawang Barat,03KRW036 PANGKALAN - 03KRW178 KIIC
KRO (Kalimantan),Ketapang,N_SUNGAI_PUTRI - HH Akses
SSRO (South Sumatera),Bengkulu 01,SUNGAI_SERUT_PL-BTN_EP POI BENGKULU LEG2
SSRO (South Sumatera),Batam 01,Nongsa - Tanjung Bemban
JBRO (Jabo+Sukabumi),Tangerang Utara,Buish Bandara - DMC & Teluk Naga
JBRO (Jabo+Sukabumi),Bogor Timur,Telkom Sigma Sentul - Cohak Nagrak
JBRO (Jabo+Sukabumi),Jakarta Selatan,PONTURA (HH BB BRI2 - RKFO PONDOK INDAH - HH BB RKFO PASAR REBO)
SSRO (South Sumatera),Lubuk Linggau 01,07LLG0031 SIMPANG_MUARA_KATI_TB Leg Tebing tinggi
SSRO (South Sumatera),Lubuk Linggau 01,07LLG0031 SIMPANG_MUARA_KATI_TB LEG Muara Bliti
NSRO (North Sumatera),Seribu Dolok,BSC Seribu Dolok - HH New Isat & XL
SSRO (South Sumatera),Muara Enim,07MEN0015_MUARA_ENIM_EP LEG1 TO DS_UJAN_MAS_LAMA
JBRO (Jabo+Sukabumi),Cikarang,HH_LEMAHABANG - PASIRANDU
JBRO (Jabo+Sukabumi),Depok Inner,MARGONDA JBB011 JBB025 (JAMPANG-HH EXT)
SSRO (South Sumatera),Muara Enim,07MEN0015_MUARA_ENIM_EP LEG2 TO KAPTEN_SATAR
SSRO (South Sumatera),IOH Muara Bungo,PENAMPOYAN_SEI_KERUH_PL-JC XL Leg Muara tebo
JBRO (Jabo+Sukabumi),Tangerang Selatan,Buish Kantor Pos - Cengkareng
NSRO (North Sumatera),Kotanopan,PANYABUNGAN - HH Akses
JBRO (Jabo+Sukabumi),Bekasi Selatan,RKFO Bekasi - SGC Cikarang
SSRO (South Sumatera),IOH Muara Bungo,PENAMPOYAN_SEI_KERUH_PL-JC XL Leg2 Kembang Sri
NSRO (North Sumatera),Medan Inner 2,Cempaka_Leg 1 - 027001_BSC_MEDAN_1_4G
JBRO (Jabo+Sukabumi),Bekasi Selatan,RKFO Bekasi - Mitra Sunter
WJRO (West Java),Cianjur,Parabon - Ayi Cibeber
JBRO (Jabo+Sukabumi),Tangerang Utara,Curug - Kedaton
JBRO (Jabo+Sukabumi),Tangerang Inner,Yayip - DMC
NSRO (North Sumatera),Sripinang/Kota Pinang,Akses TVRI
SSRO (South Sumatera),Batam 01,47001 MGW Grahapena to HH BTC (POI Batam Leg3)
CJRO (Central Java),Pekalongan,KAJEN-KARANGANYARPKL
JBRO (Jabo+Sukabumi),Serang Barat,SAKETI - RANGKAS02 (JBB107 SARANGJAGO)
JBRO (Jabo+Sukabumi),Depok Outer,RKFO CILEUNGSI - RKFO BEKASI (INNERCITY NAROGONG)
JBRO (Jabo+Sukabumi),Sukabumi Selatan,Nyalindung - Purabaya
JBRO (Jabo+Sukabumi),Bekasi Selatan,RKFO Bekasi - Kampung Ambon
JBRO (Jabo+Sukabumi),Tangerang Utara,Sumardi - Lenteng Agung
JBRO (Jabo+Sukabumi),Jakarta Utara,Ancol - Green Garden Kedoya Leg-1
JBRO (Jabo+Sukabumi),Tangerang Utara,Rajeg - Pakuhaji & Sedatan
JBRO (Jabo+Sukabumi),Jakarta Utara,Ancol - Green Garden Kedoya Leg-2
JBRO (Jabo+Sukabumi),Karawang Barat,PINAYUNGAN - CURUG (JBB126)
NSRO (North Sumatera),Seribu Dolok,BSC Seribu Dolok - Suhut Maraja
SSRO (South Sumatera),Jambi 01,Akses UNJA-HH Existing
NSRO (North Sumatera),Langsa,Akses Besitang
JBRO (Jabo+Sukabumi),Depok Inner,PONTURA SRENGSENG1 (JBB020)
JBRO (Jabo+Sukabumi),Jakarta Selatan,_ELEKTRINDO - ISTAKA_RKFO
JBRO (Jabo+Sukabumi),Tangerang Utara,Sedatan - Teluk Naga
JBRO (Jabo+Sukabumi),Tangerang Inner,Yayip - Alam Sutra
SSRO (South Sumatera),IOH OKI Tugumulyo,SIRAH_PULAU_PADANG - HH Akses
WJRO (West Java),Ciwidey,Pasar Majalaya - HH Akses
JBRO (Jabo+Sukabumi),Bekasi Selatan,03BKS062 RAWA AREN - 03BKS102 DCI
JBRO (Jabo+Sukabumi),Tangerang Utara,Yakoep Tajur - BSD Toll Gate
JBRO (Jabo+Sukabumi),Tangerang Inner,RKFO BSD Toll Gate - Green Garden Kedoya Leg-1
JBRO (Jabo+Sukabumi),Jakarta Selatan,RKFO Pondok Indah - Green Garden Kedoya
JBRO (Jabo+Sukabumi),Bekasi Selatan,RKFO Bekasi - Pondok Gede HH Ext Cipendawa
JBRO (Jabo+Sukabumi),Tangerang Inner,RKFO BSD Toll Gate - Green Garden Kedoya Leg-2
JBRO (Jabo+Sukabumi),Karawang Barat,PANGKALAN - _SG_CIKARANG
JBRO (Jabo+Sukabumi),Depok Inner,HH_KAHFI - PAMULANG
JBRO (Jabo+Sukabumi),Bekasi Selatan,RKFO Bekasi - Pondok Gede HH Ext Caman
JBRO (Jabo+Sukabumi),Tangerang Utara,Curug - Legok
JBRO (Jabo+Sukabumi),Jakarta Utara,Ancol - Mitra Sunter Leg-2
JBRO (Jabo+Sukabumi),Jakarta Utara,Ancol - Mitra Sunter Leg-1
SSRO (South Sumatera),IOH Lubuk Linggau 02,WALIKOTA_LINGGAU - HH Akses
SSRO (South Sumatera),Palembang 01,PANGKALAN_BALAI - HH Akses
SSRO (South Sumatera),IOH Martapura,Runyai - Kurungannyawa
JBRO (Jabo+Sukabumi),Tangerang Utara,Kampung Tengah - Menceng
JBRO (Jabo+Sukabumi),Tangerang Utara,Ruko Modern
JBRO (Jabo+Sukabumi),Tangerang Utara,Rawa Rengas - Teluk Naga
JBRO (Jabo+Sukabumi),Tangerang Inner,RKFO BSD Toll Gate - Kedaton
JBRO (Jabo+Sukabumi),Cikarang,03CKR072 SGC - HH BB SUKATANI
JBRO (Jabo+Sukabumi),Jakarta Timur,PASARREBO_RKFO - MSC PONDOK GEDE
JBRO (Jabo+Sukabumi),Tangerang Inner,RKFO BSD Toll Gate - Kedoya Raya
NSRO (North Sumatera),Medan BB,B2B Innercity SGI - SGI
SSRO (South Sumatera),Lubuk Linggau 01,YOS_SUDARSO_LUBUK_KUPANG - SIMPANG_PRIUK
JBRO (Jabo+Sukabumi),Cikarang,SKSUKATANI - HH EXT
WJRO (West Java),Ciwidey,Banjaran - Buahbatu
JBRO (Jabo+Sukabumi),Tangerang Selatan,RKFO Pamulang - Mansur
JBRO (Jabo+Sukabumi),Tangerang Utara,Rajeg - Kedaton
JBRO (Jabo+Sukabumi),Cikarang,03CKR072 SGC - HH BB JATIREJA
JBRO (Jabo+Sukabumi),Jakarta Barat,RKFO Taman Anggrek - Green Garden Kedoya Leg-1
JBRO (Jabo+Sukabumi),Jakarta Barat,RKFO Taman Anggrek - Green Garden Kedoya Leg-2
JBRO (Jabo+Sukabumi),Bekasi Selatan,RKFO Bekasi - HH Ext Pondok Gede Leg-1
JBRO (Jabo+Sukabumi),Bekasi Selatan,RKFO Bekasi - HH Ext Pondok Gede Leg-2
JBRO (Jabo+Sukabumi),Tangerang Selatan,Cicalengka - Curug
JBRO (Jabo+Sukabumi),Tangerang Selatan,RKFO Pamulang - Jampang
JBRO (Jabo+Sukabumi),Tangerang Utara,02TGN010 RAJEG - 02TGN003 SEPATAN
JBRO (Jabo+Sukabumi),Jakarta Utara,Ancol - KPPTI Leg-1
JBRO (Jabo+Sukabumi),Jakarta Utara,Ancol - KPPTI Leg-2
JBRO (Jabo+Sukabumi),Jakarta Utara,Ancol - KPPTI Leg-3
JBRO (Jabo+Sukabumi),Bekasi Selatan,03BKS062 RAWA AREN - BABELAN
JBRO (Jabo+Sukabumi),Serang Barat,Rangkasbitung - Cimarga
SSRO (South Sumatera),Curup,08CRP0010_YONIF_CURUP_CRP_TB LEG1 LUBUK
JBRO (Jabo+Sukabumi),Jakarta Utara,Penggilingan Cakung - BTS Nias
NSRO (North Sumatera),Medan BB,Tanah Pinem - Sidikalang
NSRO (North Sumatera),Jadijaya,RD_TJ_BALAI - HH Akses
NSRO (North Sumatera),Bangkinang,TAPUNG - BANGKINANG
JBRO (Jabo+Sukabumi),Jakarta Utara,Penggilingan Cakung - Cempaka Mas
NSRO (North Sumatera),Natal,Ujung Gading - Rd Natal 2
SSRO (South Sumatera),Jambi 01,Jambi sri sudewi-09JBI004 KASANG_JAYA
SSRO (South Sumatera),Palembang 01,SUKAJADI - HH Akses
SSRO (South Sumatera),IOH OKI Tugumulyo,Indralaya-Tanjung Raja
SSRO (South Sumatera),Palembang 01,67001-KM 6 (POI Palembang Leg1)
WJRO (West Java),Bandung 2,RNCAEKWTN-HH EXT Leg 1
SSRO (South Sumatera),Bayung Lincir / Tempino,Muara Bulian-Sri Soedewi
JBRO (Jabo+Sukabumi),Tangerang Utara,Cikupa - 100399
NSRO (North Sumatera),Banda Aceh,B2B 48 Lamnyong
SSRO (South Sumatera),Curup,08CRP0010_YONIF_CURUP_CRP_TB LEG2 CURUP
SSRO (South Sumatera),IOH OKI Tugumulyo,TELUK_GELAM - HH Akses
CJRO (Central Java),Pekalongan,Petarukan-HH
SSRO (South Sumatera),IOH Batam 02,PT. EPCOS-New JC Branching
JBRO (Jabo+Sukabumi),Bogor Barat,03CBN117 GARDU CIPINING - HH BB JASINGA
JBRO (Jabo+Sukabumi),Tangerang Utara,Sedatan - Rajeg & Pakuhaji
JBRO (Jabo+Sukabumi),Cikarang,JABABEKA_DUA - HH Akses
JBRO (Jabo+Sukabumi),Tangerang Inner,Yayip - Graha Raya
JBRO (Jabo+Sukabumi),Bogor Timur,Ciomas - Petir
JBRO (Jabo+Sukabumi),Tangerang Selatan,Cicalengka - Legok
JBRO (Jabo+Sukabumi),Tangerang Selatan,HH_RAWABUNTU - PAMULANG
JBRO (Jabo+Sukabumi),Jakarta Selatan,Pondok Pinang - Lintasarta
JBRO (Jabo+Sukabumi),Tangerang Utara,Rajeg - Bumi Indah
JBRO (Jabo+Sukabumi),Jakarta Pusat,RKFO Harmoni - Ancol
JBRO (Jabo+Sukabumi),Jakarta Selatan,RKFO Pondok Indah - Lintas Arta
JBRO (Jabo+Sukabumi),Jakarta Timur,PASARREBO_RKFO - HH_AKSESUI
JBRO (Jabo+Sukabumi),Jakarta Selatan,Pertanian - Pancoran & IM2 & Antam 2
JBRO (Jabo+Sukabumi),Jakarta Timur,HH_MTHARYONO - PASARREBO_RKFO
JBRO (Jabo+Sukabumi),Bogor Timur,Telkom Sigma Sentul - Nangewer Leg-1
JBRO (Jabo+Sukabumi),Jakarta Barat,PENG_SATELIT - HH EXT
WJRO (West Java),Garut Utara,MOCN Leles - 100116
WJRO (West Java),Tasikmalaya Utara,Acep Cikunir - 107006 Singaparna Leg 1
WJRO (West Java),Tasikmalaya Utara,Acep Cikunir - 107006 Singaparna Leg 2
JBRO (Jabo+Sukabumi),Jakarta Timur,IM2 KEBAGUSAN - PASARREBO_RKFO
JBRO (Jabo+Sukabumi),Jakarta Barat,HH_ST MORITZ - HH_DAANMOGOTRAYA
NSRO (North Sumatera),Pekanbaru Inner,SIMPANG_ARENGKA - HH Akses
NSRO (North Sumatera),Bawan,PASAMAN_BARAT - SIMPANG EMPAT PASAMAN Backbone
WJRO (West Java),Cianjur,GEKBRONG - CJR-SKJ JT.08
SSRO (South Sumatera),IOH Martapura,11OGS001 MUARA_DUA-11OGS003 D_TALANGKARET
SSRO (South Sumatera),Lampung 02 ( Kedaton ),80081-Untung Suropati (POI Lampung Leg2)
SSRO (South Sumatera),Lampung 02 ( Kedaton ),Untung Suropati to HH Griya (POI Lampung Leg1)
SSRO (South Sumatera),IOH Metro,PSR_VETERAN - HH LEG1 PASAR_MANDALA
SSRO (South Sumatera),IOH Metro,PSR_VETERAN - HH LEG2 SIMPANG_RANDU
SSRO (South Sumatera),Palembang 01,67001 to HH Kebun Bunga (POI Palembang Leg2)
KRO (Kalimantan),Petung,NEW_PETUNG-NEW_LONGIKIS
KRO (Kalimantan),Pontianak 2,MSC_A_YANI_PONTIANAK-SLACK TO SUNGAI_AMBAWANG_(140108)
WJRO (West Java),Bandung 2,RNCAEKWTN-HH EXT Leg 2
SSRO (South Sumatera),IOH Metro,Rayakotabumi Tegineneng-Metro Kota
NSRO (North Sumatera),Takengon,Blang Rakal - Takengon
JBRO (Jabo+Sukabumi),Sukabumi Selatan,Nyalindung - Mekarsari
JBRO (Jabo+Sukabumi),Tangerang Utara,Irma Imam Bonjol - CDBT
JBRO (Jabo+Sukabumi),Bogor Timur,Telkom Sigma Sentul - Nangewer Leg-2
JBRO (Jabo+Sukabumi),Tangerang Utara,Cikupa - 100400
JBRO (Jabo+Sukabumi),Tangerang Utara,Sepatan - Sedatan
JBRO (Jabo+Sukabumi),Tangerang Utara,Sedatan - Sepatan
KRO (Kalimantan),Sampit,BSC_SAMPIT-ODP_154283_Kotawaringin_LEG2
JBRO (Jabo+Sukabumi),Cikarang,BUNUT - HH EXT
JBRO (Jabo+Sukabumi),Tangerang Utara,Yakoep Tajur - Abdulah Paren
JBRO (Jabo+Sukabumi),Karawang Timur,Cikampek Utara - Cikampek Road
JBRO (Jabo+Sukabumi),Jakarta Barat,RKFO Taman Anggrek - Dipo Leg-1
JBRO (Jabo+Sukabumi),Jakarta Barat,RKFO Taman Anggrek - Dipo Leg-2
JBRO (Jabo+Sukabumi),Jakarta Barat,RKFO Taman Anggrek - Dipo Leg-3
NSRO (North Sumatera),Medan BB,Sidikalang - Rd Tiga Lingga
JBRO (Jabo+Sukabumi),Jakarta Timur,Pusat Grosir Cililitan
JBRO (Jabo+Sukabumi),Jakarta Selatan,_ELEKTRINDO - IM2 KEBAGUSAN
JBRO (Jabo+Sukabumi),Jakarta Barat,KELAPA DUA - KEDOYARAYA
JBRO (Jabo+Sukabumi),Tangerang Utara,Taman Tekno - MSC Serpong
NSRO (North Sumatera),Medan BB,Tiga Lingga - Tanah Pinem
NSRO (North Sumatera),Medan BB,Rd Tiga Lingga - Tiga Lingga
JBRO (Jabo+Sukabumi),Jakarta Utara,MEDALINA - HH Akses
JBRO (Jabo+Sukabumi),Jakarta Timur,Kampung Dukuh - Tanah Merdeka & Sarmada
JBRO (Jabo+Sukabumi),Jakarta Utara,Ancol - DMG
SSRO (South Sumatera),Batam 01,PT MCDermot Batam - 040091_TANJUNG_SENGKUANG
JBRO (Jabo+Sukabumi),Karawang Barat,GRAHA_KARAWANG - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Utara,_APT_MITRA_SNTR - HH_PERINTIS
JBRO (Jabo+Sukabumi),Jakarta Pusat,HH_PAKUBUWONO - DIPO_RKFO
JBRO (Jabo+Sukabumi),Jakarta Pusat,HH_PANJANG - DIPO_RKFO
JBRO (Jabo+Sukabumi),Jakarta Timur,Pondok Kelapa - Dacosta
JBRO (Jabo+Sukabumi),Tangerang Selatan,Flaminggo - Serpong Road
JBRO (Jabo+Sukabumi),Jakarta Utara,Kebon Semper - Medalina
JBRO (Jabo+Sukabumi),Jakarta Barat,NILA_KANDI - TECO
JBRO (Jabo+Sukabumi),Jakarta Timur,ROHIM - HH.EXT - HH Akses
JBRO (Jabo+Sukabumi),Jakarta Utara,CILINCING_RAYA - HH Akses
JBRO (Jabo+Sukabumi),Jakarta Barat,RKFO Taman Anggrek - RKFO Harmoni
JBRO (Jabo+Sukabumi),Jakarta Pusat,DIPO_RKFO - HH_ABDULMUIS
JBRO (Jabo+Sukabumi),Jakarta Selatan,Rempoa - Lintas Arta
JBRO (Jabo+Sukabumi),Jakarta Utara,Pusaka Alam - Sunter A
JBRO (Jabo+Sukabumi),Jakarta Utara,Sunter A - Pusaka Alam
WJRO (West Java),Purwakarta 2,Cilame
WJRO (West Java),Ciwidey,Ciwidey Kota - HH Akses
JBRO (Jabo+Sukabumi),Jakarta Selatan,Karnawi - Pejaten Elok
JBRO (Jabo+Sukabumi),Sukabumi Utara,Cigaru XL - Bayah
JBRO (Jabo+Sukabumi),Jakarta Utara,PT_INDAHKAPUK - HH EXT
JBRO (Jabo+Sukabumi),Tangerang Utara,Taman Tekno - ODF Pamulang
NSRO (North Sumatera),Banda Aceh,MOCN Lamnyong - MGW 17001
NSRO (North Sumatera),Rengat,Tembilahan - Kembang
NSRO (North Sumatera),Medan Inner 2,Akses Binjai Kuburan - Selesai
WJRO (West Java),Tasikmalaya Selatan,By Pass Tasikmalaya - Cilembang & Cikunir
JBRO (Jabo+Sukabumi),Jakarta Timur,TEMA_BARU - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Pusat,BETHEL - DIPO_RKFO
JBRO (Jabo+Sukabumi),Jakarta Barat,Kedoya Raya - Kelapa Dua Pengumben
JBRO (Jabo+Sukabumi),Jakarta Selatan,Radio Dalam - My Home
NSRO (North Sumatera),Bangkinang,ROASEI_KUNING - HH Akses
NSRO (North Sumatera),Solok,PADANG_PANJANG - HH Akses
NSRO (North Sumatera),Medan BB,SICANANG - HH Akses
NSRO (North Sumatera),Medan BB,YOS_SUDARSO2 - HH Akses
NSRO (North Sumatera),Bangkinang,ROABANGKINANG - HH Akses
NSRO (North Sumatera),Medan BB,ADPEL_BELAWAN - HH Akses
NSRO (North Sumatera),Tarutung,MUARA - HH Akses
NSRO (North Sumatera),Bangkinang,TANDUN - HH Akses
NSRO (North Sumatera),Bangkinang,SIMPANG_KUMU - HH Akses
NSRO (North Sumatera),Padang,SIMPANG_TIGA_BUNGUS - HH Akses
NSRO (North Sumatera),Lhouksemawe,MALIKUSSALEH - HH Akses
NSRO (North Sumatera),Lhouksemawe,RMALIKUSALEH - HH Akses
NSRO (North Sumatera),Padang Sidempuan,AEK_HORSIK - HH Akses
NSRO (North Sumatera),Natal,SINUNUKAN_MDN - HH Akses
NSRO (North Sumatera),Padang Sidempuan,SIMATORKIS_PSP - HH Akses
NSRO (North Sumatera),Padang Sidempuan,BADIRI_AEK_HORSIK_KPD - HH Akses
NSRO (North Sumatera),Padang Sidempuan,SIBULUAN_RAYA_KPD - HH Akses
NSRO (North Sumatera),Panti,AIA_MANGGIH_LSK - HH Akses
NSRO (North Sumatera),Sripinang/Kota Pinang,SUNGAI_KANAN - HH Akses
NSRO (North Sumatera),Bangkinang,TAPUNG_BKG_PL - HH Akses
NSRO (North Sumatera),Padang,LOLONG - BYPASS
NSRO (North Sumatera),Medan Inner 2,Cempaka_Leg 2 - 027001_BSC_MEDAN_1_4G
NSRO (North Sumatera),Rengat,RAFLESIA_SUKAJADI -
NSRO (North Sumatera),Langsa,PEURLAK BARAT -
JBRO (Jabo+Sukabumi),Bogor Timur,Telkom Sigma Sentul - Kebon Singkong Leg-2
